English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
"𝗜𝗱𝗲𝗻𝘁𝗶𝘁𝘆 𝗶𝘀 𝘄𝗵𝗮𝘁 𝗼𝗻𝗲 𝗽𝗿𝗼𝗷𝗲𝗰𝘁𝘀 𝗶𝗻𝘁𝗼 𝘁𝗵𝗲 𝘄𝗼𝗿𝗹𝗱 𝗮𝗻𝗱 𝗵𝗼𝘄 𝗼𝗻𝗲 𝘄𝗮𝗻𝘁𝘀 𝘁𝗼 𝗯𝗲 𝗽𝗲𝗿𝗰𝗲𝗶𝘃𝗲𝗱 𝗯𝘆 𝗼𝘁𝗵𝗲𝗿𝘀. 𝗠𝗼𝗿𝗲𝗼𝘃𝗲𝗿, 𝗶𝗱𝗲𝗻𝘁𝗶𝘁𝘆 𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻 𝗿𝗲𝗾𝘂𝗶𝗿𝗲𝘀 𝗮 𝗰𝗲𝗿𝘁𝗮𝗶𝗻 𝗹𝗲𝘃𝗲𝗹 𝗼𝗳 𝗮𝘄𝗮𝗿𝗲𝗻𝗲𝘀𝘀 𝗮𝘀 𝗶𝘁 𝗶𝗻𝘃𝗼𝗹𝘃𝗲𝘀 𝗶𝗻𝗱𝗶𝘃𝗶𝗱𝘂𝗮𝗹𝘀 𝘁𝗼 𝗺𝗮𝗸𝗲 𝗮 𝗰𝗼𝗻𝘀𝗰𝗶𝗼𝘂𝘀 𝗱𝗲𝗰𝗶𝘀𝗶𝗼𝗻 𝘁𝗵𝗮𝘁 𝗶𝗺𝗽𝗮𝗰𝘁𝘀 𝗮 𝗰𝗵𝗮𝗻𝗴𝗲 𝗶𝗻 𝘁𝗵𝗲𝗶𝗿 𝗶𝗱𝗲𝗻𝘁𝗶𝘁𝘆.","ⵜⴰⵎⴰⴳⵉⵜ ⵜⴳⴰ ⴰⵙⵙⵉⴷ ⴷⴰ ⵉⵙⵙⴰⵖⴰ ⵢⴰⵏ ⴳ ⵓⵇⵎⵎⵓ ⵏ ⵓⵎⴰⴹⴰⵍ, ⵜⴳⴰ ⴰⵎⴰⵍⵓ ⵏⵏⵙ ⵎⵍⵉⴷ ⵎⴷⴷⵏ ⴷ ⵓⴷⵎ ⴷⴰ ⵢⵔⴰ ⴰⴷ ⴰⵎⵥⵏ ⴼⵍⵍⴰⵙ ⵎⴷⴷⵏ. ⴷⴰⵅ, ⴰⵙⵙⵖⵍⵉ ⵏ ⵜⵎⴰⴳⵉⵜ ⵉⵔⴰ ⵢⴰⵏ ⵓⵙⵡⵉⵔ ⵏ ⵓⴼⵔⴰⴽ ⵉⴱⴷⴷⴰⵏ ⴼ ⵉⴹⴰⵕⵏ ⵏⵏⵙ ⴰⵔⴰ ⵉⵙⵎⵓⵏⵏ ⵎⴷⴷⵏ ⴱⴰⵛ ⴰⴷ ⵙⵔⵙⵏ ⵢⴰⵏ ⵡⴰⵡⵡⴰⵍ ⴷⴰ ⵎⴰ ⵢⴰⴽⵯⵏⵏ ⵓⵙⵏⴼⵍ ⵏ ⵜⵎⴰⴳⵉⵜ ⵏⵏⵙⵏ.",Central,"ⵜⴰⵎⴰⴳⵉⵜ ⵜⴳⴰ ⴰⵙⵙⵉⴷ ⴷⴰ ⵉⵙⵙⴰⵖⴰ ⵢⴰⵏ ⴳ ⵓⵇⵎⵎⵓ ⵏ ⵓⵎⴰⴹⴰⵍ, ⵜⴳⴰ ⴰⵎⴰⵍⵓ ⵏⵏⵙ ⵎⵍⵉⴷ ⵎⴷⴷⵏ ⴷ ⵓⴷⵎ ⴷⴰ ⵢⵔⴰ ⴰⴷ ⴰⵎⵥⵏ ⴼⵍⵍⴰⵙ ⵎⴷⴷⵏ. ⴷⴰⵅ, ⴰⵙⵙⵖⵍⵉ ⵏ ⵜⵎⴰⴳⵉⵜ ⵉⵔⴰ ⵢⴰⵏ ⵓⵙⵡⵉⵔ ⵏ ⵓⴼⵔⴰⴽ ⵉⴱⴷⴷⴰⵏ ⴼ ⵉⴹⴰⵕⵏ ⵏⵏⵙ ⴰⵔⴰ ⵉⵙⵎⵓⵏⵏ ⵎⴷⴷⵏ ⴱⴰⵛ ⴰⴷ ⵙⵔⵙⵏ ⵢⴰⵏ ⵡⴰⵡⵡⴰⵍ ⴷⴰ ⵎⴰ ⵢⴰⴽⵯⵏⵏ ⵓⵙⵏⴼⵍ ⵏ ⵜⵎⴰⴳⵉⵜ ⵏⵏⵙⵏ.","تاماڭيت تڭا اسسيد دا يسساغا يان ڭ وقممو ن وماضال, تڭا امالو ننس مليد مددن د ودم دا يرا اد امزّن فللاس مددن. داخ, اسسغلي ن تماڭيت يرا يان وسوير ن وفراك يبددان ف يضارّن ننس ارا يسمونن مددن باش اد سرسن يان واووال دا ما ياكⵯنن وسنفل ن تماڭيت ننسن.","tamagit tga assid da issaɣa yan g u9mmu n umaḍal, tga amalu nns mlid mddn d udm da yra ad amẓn fllas mddn. da5, assɣli n tmagit ira yan uswir n ufrak ibddan f iḍaṛn nns ara ismunn mddn bash ad srsn yan wawwal da ma yakⵯnn usnfl n tmagit nnsn."
"𝗙𝗮𝗺𝗶𝗹𝘆, 𝘀𝗼𝗰𝗶𝗮𝗹 𝗶𝗻𝘁𝗲𝗿𝗮𝗰𝘁𝗶𝗼𝗻𝘀 𝘄𝗶𝘁𝗵 𝗽𝗲𝗲𝗿𝘀, 𝗮𝗻𝗱 𝗴𝗲𝗼𝗴𝗿𝗮𝗽𝗵𝗶𝗰 𝗹𝗼𝗰𝗮𝘁𝗶𝗼𝗻 𝗮𝗿𝗲 𝘁𝗵𝗿𝗲𝗲 𝗮𝘀𝗽𝗲𝗰𝘁𝘀 𝘁𝗵𝗮𝘁 𝘀𝗵𝗼𝘄 𝗮 𝗰𝗼𝗿𝗿𝗲𝗹𝗮𝘁𝗶𝗼𝗻 𝗯𝗲𝘁𝘄𝗲𝗲𝗻 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗮𝗻𝗱 𝗶𝗱𝗲𝗻𝘁𝗶𝘁𝘆 𝘁𝗵𝗿𝗼𝘂𝗴𝗵𝗼𝘂𝘁 𝗼𝗻𝗲’𝘀 𝗹𝗶𝗳𝗲.","ⵜⴰⵡⵊⴰ ⴷ ⵓⵎⵢⴰⵡⴰⴹ ⵉⵏⴳⵔ ⵉⵏⴳⴳⵯⴰ, ⴷ ⵉⴷⵖⴰⵕⵏ ⴰⴽⵯ ⴽⵕⴰⴹ ⴰⵅ ⴳⴰⵏ ⵉⵙⵓⴼⴰ ⴷⴰ ⵎⴰ ⵢⵙⵎⵍⵏ ⵉⴼⵉⵍⴰⵏ ⴷⴰ ⵢⵜⵜⴰⵙⵙⴰⵏ ⵉⵏⴳⵔ ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⵎⴰⴳⵉⵜ ⴳ ⵜⵓⴷⵔⵜ ⵏ ⴽⵔⴰ ⵏ ⵢⴰⵏ. ",Central,"ⵜⴰⵡⵊⴰ ⴷ ⵓⵎⵢⴰⵡⴰⴹ ⵉⵏⴳⵔ ⵉⵏⴳⴳⵯⴰ, ⴷ ⵉⴷⵖⴰⵕⵏ ⴰⴽⵯ ⴽⵕⴰⴹ ⴰⵅ ⴳⴰⵏ ⵉⵙⵓⴼⴰ ⴷⴰ ⵎⴰ ⵢⵙⵎⵍⵏ ⵉⴼⵉⵍⴰⵏ ⴷⴰ ⵢⵜⵜⴰⵙⵙⴰⵏ ⵉⵏⴳⵔ ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⵎⴰⴳⵉⵜ ⴳ ⵜⵓⴷⵔⵜ ⵏ ⴽⵔⴰ ⵏ ⵢⴰⵏ. ","تاوجا د ومياواض ينڭر ينڭڭⵯا, د يدغارّن اكⵯ كرّاض اخ ڭان يسوفا دا ما يسملن يفيلان دا يتتاسسان ينڭر توتلايت د تماڭيت ڭ تودرت ن كرا ن يان. ","tawja d umyawaḍ ingr inggⵯa, d idɣaṛn akⵯ kṛaḍ a5 gan isufa da ma ysmln ifilan da yttassan ingr tutlayt d tmagit g tudrt n kra n yan. "
𝐖𝐡𝐲 𝐬𝐡𝐨𝐮𝐥𝐝 𝐈 𝐥𝐞𝐚𝐫𝐧 𝐚 𝐥𝐚𝐧𝐠𝐮𝐚𝐠𝐞?,ⵎⴰ ⵔⴰⴷ ⵉⴼ ⵓⵍⵎⵎⵓⴷ ⵏ ⴽⵔⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ?,Central,ⵎⴰ ⵔⴰⴷ ⵉⴼ ⵓⵍⵎⵎⵓⴷ ⵏ ⴽⵔⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ?,ما راد يف ولممود ن كرا ن توتلايت تاماينوت?,ma rad if ulmmud n kra n tutlayt tamaynut?
𝗜𝗺𝗽𝗿𝗼𝘃𝗲𝘀 𝗺𝗲𝗺𝗼𝗿𝘆 𝗮𝗻𝗱 𝗯𝗿𝗮𝗶𝗻 𝗳𝘂𝗻𝗰𝘁𝗶𝗼𝗻.,ⴷⴰ ⵉⵜⴷⵓⵙⵉ ⵜⴰⵎⴽⵜⴰⵢⵜ ⴷ ⵜⴰⵡⵔⵉⵡⵉⵏ ⵏ ⵉⵅⴼ.,Central,ⴷⴰ ⵉⵜⴷⵓⵙⵉ ⵜⴰⵎⴽⵜⴰⵢⵜ ⴷ ⵜⴰⵡⵔⵉⵡⵉⵏ ⵏ ⵉⵅⴼ.,دا يتدوسي تامكتايت د تاوريوين ن يخف.,da itdusi tamktayt d tawriwin n i5f.
"𝗟𝗲𝗮𝗿𝗻𝗶𝗻𝗴 𝗮 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝘀𝘁𝗿𝗲𝗻𝗴𝘁𝗵𝗲𝗻𝘀 𝘁𝗵𝗲 𝗮𝗿𝗲𝗮 𝗼𝗳 𝘁𝗵𝗲 𝗯𝗿𝗮𝗶𝗻 𝘄𝗵𝗶𝗰𝗵 𝗶𝘀 𝗿𝗲𝘀𝗽𝗼𝗻𝘀𝗶𝗯𝗹𝗲 𝗳𝗼𝗿 𝗺𝗲𝗺𝗼𝗿𝘆, 𝘀𝗽𝗲𝗲𝗰𝗵 𝗮𝗻𝗱 𝘀𝗲𝗻𝘀𝗼𝗿𝘆 𝗽𝗲𝗿𝗰𝗲𝗽𝘁𝗶𝗼𝗻.","ⴰⵏⵍⵎⴷ ⵏ ⴽⵔⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ ⴷⴰ ⵉⵜⴷⵓⵙⵉ ⴰⴳⵎⵎⴰⴹ ⵏ ⵉⵅⴼ ⴷⴰ ⵢⵏⴱⴰⴹⵏ ⴳ ⵜⴰⵎⴽⵜⴰⵢⵜ, ⴰⵡⵡⴰⵍ ⴷ ⵓⵙⵏⴱⴰⴹ ⵏ ⵉⵙⵢⴰⴼⴰⵜⵏ.",Central,"ⴰⵏⵍⵎⴷ ⵏ ⴽⵔⴰ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ ⴷⴰ ⵉⵜⴷⵓⵙⵉ ⴰⴳⵎⵎⴰⴹ ⵏ ⵉⵅⴼ ⴷⴰ ⵢⵏⴱⴰⴹⵏ ⴳ ⵜⴰⵎⴽⵜⴰⵢⵜ, ⴰⵡⵡⴰⵍ ⴷ ⵓⵙⵏⴱⴰⴹ ⵏ ⵉⵙⵢⴰⴼⴰⵜⵏ.","انلمد ن كرا ن توتلايت تاماينوت دا يتدوسي اڭمماض ن يخف دا ينباضن ڭ تامكتايت, اووال د وسنباض ن يسيافاتن.","anlmd n kra n tutlayt tamaynut da itdusi agmmaḍ n i5f da ynbaḍn g tamktayt, awwal d usnbaḍ n isyafatn."
"𝗕𝗶𝗹𝗶𝗻𝗴𝘂𝗮𝗹 𝗽𝗲𝗼𝗽𝗹𝗲 𝗮𝗿𝗲 𝗯𝗲𝘁𝘁𝗲𝗿 𝗮𝘁 𝗿𝗲𝘁𝗮𝗶𝗻𝗶𝗻𝗴 𝗹𝗶𝘀𝘁𝘀, 𝘀𝗲𝗾𝘂𝗲𝗻𝗰𝗲𝘀, 𝗻𝗮𝗺𝗲𝘀 𝗮𝗻𝗱 𝗱𝗶𝗿𝗲𝗰𝘁𝗶𝗼𝗻𝘀.","ⵡⵉⴷⴰ ⴷⴰⵔ ⵍⵍⴰⵏⵜ ⵙⵏⴰⵜ ⵜⵓⵜⵍⴰⵢⵏ ⵉⵛⵡⴰ ⴷⴰⵔⵙⵏ ⵓⵙⴽⵜⴰⵢ ⵏ ⵓⵙⴷⴷⵉ, ⵉⵙⵎⴰⵡⵏ ⴷ ⵜⵉⵏⵉⵍⴰ.",Central,"ⵡⵉⴷⴰ ⴷⴰⵔ ⵍⵍⴰⵏⵜ ⵙⵏⴰⵜ ⵜⵓⵜⵍⴰⵢⵏ ⵉⵛⵡⴰ ⴷⴰⵔⵙⵏ ⵓⵙⴽⵜⴰⵢ ⵏ ⵓⵙⴷⴷⵉ, ⵉⵙⵎⴰⵡⵏ ⴷ ⵜⵉⵏⵉⵍⴰ.","ويدا دار للانت سنات توتلاين يشوا دارسن وسكتاي ن وسددي, يسماون د تينيلا.","wida dar llant snat tutlayn ishwa darsn usktay n usddi, ismawn d tinila."
"𝗧𝗵𝗲𝘆 𝗮𝗿𝗲 𝗮𝗹𝘀𝗼 𝗺𝗼𝗿𝗲 𝗰𝗿𝗲𝗮𝘁𝗶𝘃𝗲, 𝗽𝗲𝗿𝗰𝗲𝗽𝘁𝗶𝘃𝗲 𝗮𝗻𝗱 𝗰𝗮𝗻 𝗰𝗼𝗻𝗰𝗲𝗻𝘁𝗿𝗮𝘁𝗲 𝗳𝗼𝗿 𝗹𝗼𝗻𝗴𝗲𝗿.","ⵎⴷⴷⵏ ⴰⵅ ⴷⴰⵅ ⴷⴰ ⵜⵜⵉⵍⵉ ⴷⴰⵔⵙⵏ ⵜⵎⵎⵓⵖⵔⴰ ⵏ ⵓⵙⵏⴼⵍⵓⵍ ⴷ ⵓⵍⵎⵎⵓⴷ, ⴷ ⴷⴰ ⵜⵖⵉⵎⴰ ⴷⴰⵔⵙⵏ ⵜⴰⵡⵏⴰ ⴰⵃⵟⵟⴰⵟ.",Central,"ⵎⴷⴷⵏ ⴰⵅ ⴷⴰⵅ ⴷⴰ ⵜⵜⵉⵍⵉ ⴷⴰⵔⵙⵏ ⵜⵎⵎⵓⵖⵔⴰ ⵏ ⵓⵙⵏⴼⵍⵓⵍ ⴷ ⵓⵍⵎⵎⵓⴷ, ⴷ ⴷⴰ ⵜⵖⵉⵎⴰ ⴷⴰⵔⵙⵏ ⵜⴰⵡⵏⴰ ⴰⵃⵟⵟⴰⵟ.","مددن اخ داخ دا تتيلي دارسن تمموغرا ن وسنفلول د ولممود, د دا تغيما دارسن تاونا احططاط.","mddn a5 da5 da ttili darsn tmmuɣra n usnflul d ulmmud, d da tɣima darsn tawna aḥṭṭaṭ."
𝗪𝗵𝘆 𝗜𝘀 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗣𝗿𝗲𝘀𝗲𝗿𝘃𝗮𝘁𝗶𝗼𝗻 𝗜𝗺𝗽𝗼𝗿𝘁𝗮𝗻𝘁?,ⵎⴰⵅ ⴰⵍⵍⵉⴳ ⵜⴳⴰ ⵜⵓⴳⴳⵓⵥⵜ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵡⵔⵉ ⵉⵎⵇⵇⵓⵕⵏ?,Central,ⵎⴰⵅ ⴰⵍⵍⵉⴳ ⵜⴳⴰ ⵜⵓⴳⴳⵓⵥⵜ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵡⵔⵉ ⵉⵎⵇⵇⵓⵕⵏ?,ماخ الليڭ تڭا توڭڭوزّت ن توتلايت تاوري يمققورّن?,ma5 allig tga tugguẓt n tutlayt tawri im99uṛn?
"𝗖𝗼𝗺𝗺𝘂𝗻𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝘁𝗵𝗿𝗼𝘂𝗴𝗵 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗶𝘀 𝗼𝗻𝗲 𝗼𝗳 𝗼𝘂𝗿 𝗺𝗼𝘀𝘁 𝗳𝘂𝗻𝗱𝗮𝗺𝗲𝗻𝘁𝗮𝗹 𝗻𝗲𝗲𝗱𝘀 𝗮𝘀 𝗵𝘂𝗺𝗮𝗻 𝗯𝗲𝗶𝗻𝗴𝘀. 𝗔𝘀 𝘀𝗼𝗰𝗶𝗮𝗹 𝗰𝗿𝗲𝗮𝘁𝘂𝗿𝗲𝘀, 𝘄𝗲 𝗰𝗿𝗮𝘃𝗲 𝘁𝗵𝗲 𝗰𝗼𝗻𝗻𝗲𝗰𝘁𝗶𝗼𝗻 𝘁𝗵𝗮𝘁 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗽𝗿𝗼𝘃𝗶𝗱𝗲𝘀, 𝗯𝘂𝘁 𝘄𝗵𝗮𝘁 𝗰𝗼𝗻𝗻𝗲𝗰𝘁𝘀 𝘂𝘀 𝗮𝗹𝘀𝗼 𝘀𝗲𝗽𝗮𝗿𝗮𝘁𝗲𝘀 𝘂𝘀.","ⴰⵎⵙⴰⵡⵡⴰⴹ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵉⴳⴰ ⵙⴳ ⵜⴰⵡⵔⵉⵡⵉⵏ ⵉⵎⵇⵇⵓⵕⵏ ⴷⴰⵔⵅ ⵙⴳ ⵎⴰ ⵏⴳⴰ ⵎⴷⴷⵏ. ⵎⴷⴷⵏ ⴷⴰ ⵜⵜⵉⵔⵉⵏ ⴰⴷ ⵎⵓⵏⵏ ⵉⵏⴳⵔ ⴰⵜⵙⵏ, ⵖⵣⵏ ⴰⵖⴰⵕⴰⵙ ⴷⴰ ⵜⴰⴽⴽⴰ ⵜⵓⵜⵍⴰⵢⵜ. ⵎⴰⵛⴰ ⴰⵢⴷⴰ ⴷⴰ ⴷⴰⵅ ⵉⵙⵎⵓⵏⵏ ⵎⴰⵅ ⵉⴼⵔⵓ ⴷⴰⵅ.",Central,"ⴰⵎⵙⴰⵡⵡⴰⴹ ⵙ ⵜⵓⵜⵍⴰⵢⵜ ⵉⴳⴰ ⵙⴳ ⵜⴰⵡⵔⵉⵡⵉⵏ ⵉⵎⵇⵇⵓⵕⵏ ⴷⴰⵔⵅ ⵙⴳ ⵎⴰ ⵏⴳⴰ ⵎⴷⴷⵏ. ⵎⴷⴷⵏ ⴷⴰ ⵜⵜⵉⵔⵉⵏ ⴰⴷ ⵎⵓⵏⵏ ⵉⵏⴳⵔ ⴰⵜⵙⵏ, ⵖⵣⵏ ⴰⵖⴰⵕⴰⵙ ⴷⴰ ⵜⴰⴽⴽⴰ ⵜⵓⵜⵍⴰⵢⵜ. ⵎⴰⵛⴰ ⴰⵢⴷⴰ ⴷⴰ ⴷⴰⵅ ⵉⵙⵎⵓⵏⵏ ⵎⴰⵅ ⵉⴼⵔⵓ ⴷⴰⵅ.","امساوواض س توتلايت يڭا سڭ تاوريوين يمققورّن دارخ سڭ ما نڭا مددن. مددن دا تتيرين اد مونن ينڭر اتسن, غزن اغارّاس دا تاككا توتلايت. ماشا ايدا دا داخ يسمونن ماخ يفرو داخ.","amsawwaḍ s tutlayt iga sg tawriwin im99uṛn dar5 sg ma nga mddn. mddn da ttirin ad munn ingr atsn, ɣzn aɣaṛas da takka tutlayt. masha ayda da da5 ismunn ma5 ifru da5."
"𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗮𝗻𝗱 𝗰𝘂𝗹𝘁𝘂𝗿𝗲 𝗮𝗿𝗲 𝘄𝗼𝘃𝗲𝗻 𝘁𝗼𝗴𝗲𝘁𝗵𝗲𝗿. 𝗟𝗮𝗻𝗴𝘂𝗮𝗴𝗲 𝗿𝗲𝗳𝗹𝗲𝗰𝘁𝘀 𝘄𝗵𝗮𝘁 𝗶𝘀 𝗶𝗺𝗽𝗼𝗿𝘁𝗮𝗻𝘁 𝘁𝗼 𝘁𝗵𝗼𝘀𝗲 𝘄𝗵𝗼 𝘀𝗽𝗲𝗮𝗸 𝗶𝘁. 𝗜𝗻 𝘁𝘂𝗿𝗻, 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲𝘀 𝗮𝗱𝗮𝗽𝘁 𝗮𝘀 𝘀𝗼𝗰𝗶𝗲𝘁𝗶𝗲𝘀 𝗴𝗿𝗼𝘄 𝗮𝗻𝗱 𝗰𝗵𝗮𝗻𝗴𝗲. 𝗪𝗵𝗲𝗻 𝗹𝗮𝗻𝗴𝘂𝗮𝗴𝗲𝘀 𝗮𝗿𝗲 𝗹𝗼𝘀𝘁, 𝗰𝘂𝗹𝘁𝘂𝗿𝗲 𝗶𝘀 𝗹𝗼𝘀𝘁 𝘄𝗶𝘁𝗵 𝘁𝗵𝗲𝗺. ","ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⵓⵙⵏⴰ ⴳⴰⵏ ⵢⴰⵏ. ⵜⵓⵜⵍⴰⵢⵜ ⵜⴳⴰ ⴰⵢⴷⴰ ⵉⵍⵍⴰⵏ ⴷⴰⵔⵙ ⴰⵜⵉⴳ ⴷⴰⵔ ⵡⵉⴷⴰ ⵙⵔⵙ ⵉⵙⴰⵡⵡⴰⵍⵏ. ⴷⴰⵅ, ⵜⵓⵜⵍⴰⵢⵜ ⴷⴰ ⵜⵙⵏⵎⴰⵍⴰ ⵉⵅⴼ ⵏⵏⵙ ⴱⴰⵛ ⴰⵜⴷⴷⵓ ⴷ ⵓⵢⴷⴰ ⵙ ⵉⵙⵙⵓⴷⴰ ⴰⵎⵓⵏ ⵏⵏⵙ ⵜⵎⵖⵓⵕ ⴷⵉⴷ ⴰⵙ. ⵉⴳ ⵜⴼⵙⵉ ⵜⵓⵜⵍⴰⵢⵜ; ⴰⵃⵟⵟⴰⵜ ⵏ ⵜⵓⵙⵏⴰ ⵎⴰ ⵢⴼⵙⵉ ⴷⵉ ⴷⴰⵙ.",Central,"ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⵓⵙⵏⴰ ⴳⴰⵏ ⵢⴰⵏ. ⵜⵓⵜⵍⴰⵢⵜ ⵜⴳⴰ ⴰⵢⴷⴰ ⵉⵍⵍⴰⵏ ⴷⴰⵔⵙ ⴰⵜⵉⴳ ⴷⴰⵔ ⵡⵉⴷⴰ ⵙⵔⵙ ⵉⵙⴰⵡⵡⴰⵍⵏ. ⴷⴰⵅ, ⵜⵓⵜⵍⴰⵢⵜ ⴷⴰ ⵜⵙⵏⵎⴰⵍⴰ ⵉⵅⴼ ⵏⵏⵙ ⴱⴰⵛ ⴰⵜⴷⴷⵓ ⴷ ⵓⵢⴷⴰ ⵙ ⵉⵙⵙⵓⴷⴰ ⴰⵎⵓⵏ ⵏⵏⵙ ⵜⵎⵖⵓⵕ ⴷⵉⴷ ⴰⵙ. ⵉⴳ ⵜⴼⵙⵉ ⵜⵓⵜⵍⴰⵢⵜ; ⴰⵃⵟⵟⴰⵜ ⵏ ⵜⵓⵙⵏⴰ ⵎⴰ ⵢⴼⵙⵉ ⴷⵉ ⴷⴰⵙ.","توتلايت د توسنا ڭان يان. توتلايت تڭا ايدا يللان دارس اتيڭ دار ويدا سرس يساووالن. داخ, توتلايت دا تسنمالا يخف ننس باش اتددو د ويدا س يسسودا امون ننس تمغورّ ديد اس. يڭ تفسي توتلايت; احططات ن توسنا ما يفسي دي داس.","tutlayt d tusna gan yan. tutlayt tga ayda illan dars atig dar wida srs isawwaln. da5, tutlayt da tsnmala i5f nns bash atddu d uyda s issuda amun nns tmɣuṛ did as. ig tfsi tutlayt; aḥṭṭat n tusna ma yfsi di das."
